,movie,imdb,votes,mpaa,genre,director,writer,actor,country,budget,box_office_wknd1,box_office_dom,box_office_gross,prod_company,runtime
838,Poor Boy,4.3,184.0,Not Rated,Drama,Robert Scott Wildes,Logan Antill,Michael Shannon,USA,150000.0,10920.0,31031.0,31031.0,Them Gold Wolves,104.0
839,Union,4.0,89.0,PG-13,Drama,Whitney Hamilton,Whitney Hamilton,Virginia Newcomb,USA,500000.0,11900.0,41656.0,41656.0,Bjornquist Films,135.0
840,100 Acres of Hell,3.0,185.0,R,Action,Hank Leigh Hump,Jason L. Koerner,Gene Snisky,USA,65000.0,997.0,5152.0,5152.0,100 Acres of Hell Productions,85.0
841,Prescience,3.6,206.0,,Romance,James Helsing,René Mena,René Mena,USA,500000.0,3407.0,10606.0,10606.0,Latinx Productions,90.0
842,Creative Control,5.4,2061.0,R,Drama,Benjamin Dickinson,Micah Bloomberg,Benjamin Dickinson,USA,1000000.0,6964.0,63014.0,63014.0,Ghost Robot,97.0
843,Road Hard,6.1,1751.0,Not Rated,Comedy,"Adam Carolla, Kevin Hench",Adam Carolla,Adam Carolla,USA,1500000.0,105943.0,113169.0,113169.0,Sontalia,98.0
844,The Church,2.8,134.0,PG-13,Horror,Dom Frank (as Dom Franklin),Dom Frank,Clint Howard,USA,1000000.0,272412.0,772000.0,772000.0,Hard Floor Entertainment,81.0
845,Valley of Bones,4.2,472.0,R,Crime,Dan Glaser,Dan Glaser,Autumn Reeser,USA,3000000.0,107393.0,168738.0,168738.0,Bad Medicine Films,90.0
846,Brave New Jersey,5.3,461.0,TV-MA,Comedy,Jody Lambert,Michael Dowling,Anna Camp,USA,5000000.0,13437.0,16544.0,16544.0,The Shot Clock,86.0
847,Ladrones,5.1,251.0,PG-13,Comedy,Joe Menendez,Jon Molerio,Fernando Colunga,USA,3000000.0,1411031.0,3063505.0,3504414.0,Lantica Media,97.0
848,Killer Unicorn,3.1,138.0,PG-13,Horror,Drew Bolton,José D. Álvarez,Dennis Budesheim,USA,150000.0,15515.0,33901.0,33901.0,Mattioli Productions,74.0
849,Juvenile Delinquents,7.0,18.0,R,Drama,Neil Goss,Neil Goss,Demitra Sealy,USA,1000000.0,1890.0,34292.0,39455.0,Big Bull Productions,118.0
850,The Lumber Baron,6.2,46.0,PG,Drama,Barry Andersson,Karen R. Hurd,Joseph Bezenek,USA,245000.0,15059.0,88336.0,88336.0,Scene & Hurd Productions,120.0
851,Shine,4.7,190.0,R,Drama,Anthony Nardolillo,Anthony Nardolillo,Musetta Vander,UK,400000.0,205842.0,333388.0,333388.0,13 Paces,95.0
852,Jimmy Vestvood: Amerikan Hero,5.2,2455.0,TV-MA,Comedy,Jonathan Kesselman,Maz Jobrani,Maz Jobrani,USA,500000.0,60860.0,230069.0,290080.0,Soul Mining Productions,84.0
853,Windsor Drive,3.1,191.0,Not Rated,Mystery,Natalie Bible',T.R. Gough,Samaire Armstrong,USA,100000.0,2160.0,3256.0,3256.0,Absinthe Productions,90.0
854,Emily,5.1,24.0,Not Rated,Drama,Ryan Graves,Kelly McCrillis,Rachael Perrell Fosket,USA,19000.0,1164.0,3982.0,3982.0,Stately and Spry Pictures,83.0
855,Restored Me,6.9,36.0,Not Rated,Drama,Rhyan LaMarr,Jon Knitter,Steven Bauer,USA,750000.0,1316.0,42173.0,42173.0,Buffalo 8 Productions,135.0
856,Slamma Jamma,6.1,1330.0,PG,Drama,Timothy A. Chey,Timothy A. Chey,Chris Staples,USA,1000000.0,1687000.0,1687000.0,1687000.0,RiverRain Productions,104.0
857,Voiceless,2.1,220.0,PG-13,Drama,Pat Necerato,Pat Necerato,Rusty Joiner,USA,500000.0,292438.0,419952.0,419952.0,,107.0
858,Notes on an Appearance,5.5,144.0,,Drama,Ricky D'Ambrose,Ricky D'Ambrose,Zia Anger,USA,30000.0,2239.0,5065.0,5065.0,,60.0
859,In Echo Park,4.6,71.0,Not Rated,Crime,Nathaniel Lezra,Nathaniel Lezra,Andrew Asper,USA,60000.0,4222.0,7072.0,7072.0,Cement Head Films,82.0
860,Americons,5.1,346.0,R,Action,Theo Avgerinos,Beau Martin Williams,Beau Martin Williams,USA,1250000.0,14404.0,28782.0,28782.0,Industry Artists Group,89.0
861,The Man from Outer Space,6.7,13.0,Not Rated,Sci-Fi,Ben Hall,Ben Hall,Aliyah Conley,USA,100000.0,1962.0,20102.0,20102.0,Marianna Motion Pictures,74.0
862,George Takei's Allegiance,8.6,189.0,,Musical,Lorenzo Thione,Marc Acito,Aaron Albano,USA,1000000.0,784850.0,902012.0,902012.0,Sing Out Louise Productions,130.0
863,Off Season,5.1,44.0,R,Drama,Robert Cole,Erik Lieblein,Jessica Cadden Osborne,USA,200000.0,2536.0,12544.0,12544.0,,86.0
864,The Fuzz,6.3,6.0,Not Rated,Crime,Steve Hicks,Steve Hicks,Josh Adell,USA,400000.0,2236.0,6067.0,6067.0,Indican Pictures,87.0
865,Icaros: A Vision,6.0,172.0,,Drama,"Leonor Caraballo, Matteo Norzi",Leonor Caraballo,Ana Cecilia Stieglitz,Peru,600000.0,5510.0,5510.0,5510.0,Conibo Productions,91.0
866,The Dog Wedding,7.5,70.0,PG-13,Comedy,James Lefkowitz,Jason B. Hurwitz,Rosalie Thomass,USA,1000000.0,12132.0,29495.0,29495.0,25th Frame,96.0
867,The Homeless Billionaire,5.2,44.0,,Comedy,Fred Manocherian,Fred Manocherian,Victor Alfieri,USA,5000000.0,19771.0,39493.0,39493.0,Fraydun Productions,88.0
868,Apocalypsis,6.9,34.0,Not Rated,Animation,Eric Leiser,Eric Leiser,Maria Bruun,USA,500000.0,3945.0,20052.0,20052.0,Albino Fawn Productions,90.0
869,Bright Ones,7.2,25.0,PG,Musical,"David Norona, Fred Vassallo",Fred Vassallo,Peyton Allen,USA,600000.0,165627.0,165627.0,165627.0,Bethel Music,82.0
870,Inception,8.8,2017635.0,PG-13,Action,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,USA,160000000.0,62785337.0,292576195.0,836836967.0,Warner Bros.,148.0
871,Interstellar,8.6,1462506.0,PG-13,Adventure,Christopher Nolan,Jonathan Nolan,Matthew McConaughey,USA,165000000.0,47510360.0,188020017.0,696258169.0,Paramount Pictures,169.0
872,Whiplash,8.5,695069.0,R,Drama,Damien Chazelle,Damien Chazelle,Miles Teller,USA,3300000.0,135388.0,13092000.0,48983260.0,Bold Films,106.0
873,Django Unchained,8.4,1325209.0,R,Drama,Quentin Tarantino,Quentin Tarantino,Jamie Foxx,USA,100000000.0,30122888.0,162805434.0,425368238.0,The Weinstein Company,165.0
874,The Dark Knight Rises,8.4,1488179.0,PG-13,Action,Christopher Nolan,Jonathan Nolan,Christian Bale,UK,250000000.0,160887295.0,448139099.0,1081140725.0,Warner Bros.,164.0
875,Toy Story 3,8.3,742933.0,G,Animation,Lee Unkrich,John Lasseter,Tom Hanks,USA,200000000.0,110307189.0,415004880.0,1066969703.0,Walt Disney Pictures,103.0
876,Warrior,8.2,429171.0,PG-13,Action,Gavin O'Connor,Gavin O'Connor,Tom Hardy,USA,25000000.0,5242107.0,13657115.0,23308615.0,Lionsgate,140.0
877,Shutter Island,8.2,1102466.0,R,Mystery,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio,USA,80000000.0,41062440.0,128012934.0,294804195.0,Paramount Pictures,138.0
878,The Wolf of Wall Street,8.2,1148635.0,R,Biography,Martin Scorsese,Terence Winter,Leonardo DiCaprio,USA,100000000.0,18361578.0,116900694.0,392000694.0,Red Granite Pictures,180.0
879,The Grand Budapest Hotel,8.1,690789.0,R,Adventure,Wes Anderson,Stefan Zweig,Ralph Fiennes,Germany,25000000.0,811166.0,59301324.0,172940046.0,Fox Searchlight Pictures,99.0
880,Gone Girl,8.1,837880.0,R,Drama,David Fincher,Gillian Flynn,Ben Affleck,USA,61000000.0,37513109.0,167767189.0,369330363.0,Twentieth Century Fox,149.0
881,12 Years a Slave,8.1,627629.0,R,Biography,Steve McQueen,John Ridley,Chiwetel Ejiofor,USA,20000000.0,923715.0,56671993.0,187733202.0,New Regency Productions,134.0
882,Rush,8.1,424867.0,R,Action,Ron Howard,Peter Morgan,Daniel Brühl,UK,38000000.0,187289.0,26947624.0,96983009.0,Exclusive Media Group,123.0
883,Prisoners,8.1,585075.0,R,Crime,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman,USA,46000000.0,20817053.0,61002302.0,122126687.0,Alcon Entertainment,153.0
884,Harry Potter and the Deathly Hallows: Part 2,8.1,746792.0,PG-13,Adventure,David Yates,Steve Kloves,Daniel Radcliffe,UK,125000000.0,169189427.0,381409310.0,1342192833.0,Warner Bros.,130.0
885,How to Train Your Dragon,8.1,654115.0,PG,Animation,"Dean DeBlois, Chris Sanders",William Davies,Jay Baruchel,USA,165000000.0,43732319.0,217581231.0,494878759.0,DreamWorks Animation,98.0
886,The Dark Knight,9.0,2256087.0,PG-13,Action,Christopher Nolan,Jonathan Nolan,Christian Bale,USA,185000000.0,158411483.0,535234033.0,1005456758.0,Warner Bros.,152.0
887,The Lord of the Rings: The Fellowship of the Ring,8.8,1627129.0,PG-13,Action,Peter Jackson,J.R.R. Tolkien,Elijah Wood,New Zealand,93000000.0,47211490.0,315544750.0,887934994.0,New Line Cinema,178.0
888,Gladiator,8.5,1314574.0,R,Action,Ridley Scott,David Franzoni,Russell Crowe,USA,103000000.0,34819017.0,187705427.0,465361176.0,DreamWorks,155.0
889,Casino Royale,8.0,572910.0,PG-13,Action,Martin Campbell,Neal Purvis,Daniel Craig,UK,150000000.0,40833156.0,167445960.0,616501619.0,Columbia Pictures,144.0
890,The Prestige,8.5,1162893.0,PG-13,Drama,Christopher Nolan,Jonathan Nolan,Christian Bale,UK,40000000.0,14801808.0,53089891.0,109676311.0,Touchstone Pictures,130.0
891,Inglourious Basterds,8.3,1236797.0,R,Adventure,Quentin Tarantino,Quentin Tarantino,Brad Pitt,Germany,70000000.0,38054676.0,120540719.0,321455689.0,Universal Pictures,153.0
892,The Lord of the Rings: The Return of the King,8.9,1611441.0,PG-13,Action,Peter Jackson,J.R.R. Tolkien,Elijah Wood,New Zealand,94000000.0,72629713.0,377845905.0,1142270989.0,New Line Cinema,201.0
893,The Departed,8.5,1165439.0,R,Crime,Martin Scorsese,William Monahan,Leonardo DiCaprio,USA,90000000.0,26887467.0,132384315.0,291465034.0,Warner Bros.,151.0
894,No Country for Old Men,8.1,836657.0,R,Crime,"Ethan Coen, Joel Coen",Joel Coen,Tommy Lee Jones,USA,25000000.0,1202000.0,74283625.0,171627166.0,Paramount Vantage,122.0
895,Batman Begins,8.2,1284914.0,PG-13,Action,Christopher Nolan,Bob Kane,Christian Bale,USA,150000000.0,48745440.0,206852432.0,373661301.0,Warner Bros.,140.0
896,Requiem for a Dream,8.3,752129.0,R,Drama,Darren Aronofsky,Hubert Selby Jr.,Ellen Burstyn,USA,4500000.0,64770.0,3635482.0,7390108.0,Artisan Entertainment,102.0
897,Memento,8.4,1105221.0,R,Mystery,Christopher Nolan,Christopher Nolan,Guy Pearce,USA,9000000.0,235488.0,25544867.0,39970386.0,Newmarket Capital Group,113.0
898,Pirates of the Caribbean: The Curse of the Black Pearl,8.0,1003815.0,PG-13,Action,Gore Verbinski,Ted Elliott,Johnny Depp,USA,140000000.0,46630690.0,305413918.0,654264015.0,Walt Disney Pictures,143.0
899,Eternal Sunshine of the Spotless Mind,8.3,894622.0,R,Drama,Michel Gondry,Charlie Kaufman,Jim Carrey,USA,20000000.0,8175198.0,34400301.0,74036715.0,Focus Features,108.0
900,The Lord of the Rings: The Two Towers,8.7,1456355.0,PG-13,Action,Peter Jackson,J.R.R. Tolkien,Elijah Wood,New Zealand,94000000.0,62007528.0,342551365.0,943282270.0,New Line Cinema,179.0
901,Catch Me If You Can,8.1,806234.0,PG-13,Biography,Steven Spielberg,Jeff Nathanson,Leonardo DiCaprio,USA,52000000.0,30053627.0,164615351.0,352114312.0,DreamWorks,141.0
902,Mulholland Dr.,8.0,314762.0,R,Drama,David Lynch,David Lynch,Naomi Watts,France,15000000.0,587591.0,7220243.0,20129557.0,Les Films Alain Sarde,147.0
903,There Will Be Blood,8.2,505922.0,R,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Daniel Day-Lewis,USA,25000000.0,190739.0,40222514.0,76181545.0,Paramount Vantage,158.0
904,Donnie Darko,8.0,730411.0,R,Drama,Richard Kelly,Richard Kelly,Jake Gyllenhaal,USA,6000000.0,110494.0,1478493.0,6979093.0,Pandora Cinema,113.0
905,Kill Bill: Vol. 1,8.1,982093.0,R,Action,Quentin Tarantino,Quentin Tarantino,Uma Thurman,USA,30000000.0,22200000.0,70099045.0,180899045.0,Miramax,111.0
906,A Beautiful Mind,8.2,831736.0,PG-13,Biography,Ron Howard,Akiva Goldsman,Russell Crowe,USA,58000000.0,367151.0,170742341.0,316791257.0,Universal Pictures,135.0
907,V for Vendetta,8.2,1013953.0,R,Action,James McTeigue,Lilly Wachowski,Hugo Weaving,USA,54000000.0,25642340.0,70511035.0,132511035.0,Warner Bros.,132.0
908,Sin City,8.0,734265.0,R,Crime,,Frank Miller,Mickey Rourke,USA,40000000.0,28100000.0,74103820.0,158733820.0,Dimension Films,124.0
909,Big Fish,8.0,409860.0,PG-13,Adventure,Tim Burton,Daniel Wallace,Ewan McGregor,USA,70000000.0,207377.0,66809693.0,123218424.0,Columbia Pictures,125.0
910,Black Swan,8.0,688525.0,R,Drama,Darren Aronofsky,Mark Heyman,Natalie Portman,USA,13000000.0,1443809.0,106954678.0,329398046.0,Fox Searchlight Pictures,108.0
911,The Incredibles,8.0,645405.0,PG,Animation,Brad Bird,Brad Bird,Craig T. Nelson,USA,92000000.0,70467623.0,261441092.0,631606713.0,Pixar Animation Studios,115.0
912,Into the Wild,8.1,563004.0,R,Adventure,Sean Penn,Sean Penn,Emile Hirsch,USA,15000000.0,212440.0,18354356.0,56674477.0,Paramount Vantage,148.0
913,Ratatouille,8.0,627713.0,G,Animation,"Brad Bird, Jan Pinkava (co-director)",Brad Bird,Brad Garrett,USA,150000000.0,47027395.0,206445654.0,623726085.0,Walt Disney Pictures,111.0
914,The Pianist,8.5,712099.0,R,Biography,Roman Polanski,Ronald Harwood,Adrien Brody,UK,35000000.0,111261.0,32572577.0,120072577.0,R.P. Productions,150.0
915,"Monsters, Inc.",8.0,798769.0,G,Animation,,Pete Docter,Billy Crystal,USA,115000000.0,62577067.0,289916256.0,578981070.0,Pixar Animation Studios,92.0
916,Million Dollar Baby,8.1,625993.0,PG-13,Drama,Clint Eastwood,Paul Haggis,Hilary Swank,USA,30000000.0,179953.0,100492203.0,216763646.0,Warner Bros.,132.0
917,Up,8.2,915998.0,PG,Animation,"Pete Docter, Bob Peterson (co-director)",Pete Docter,Edward Asner,USA,175000000.0,68108790.0,293004164.0,735099102.0,Pixar Animation Studios,96.0
918,Finding Nemo,8.1,932021.0,G,Animation,"Andrew Stanton, Lee Unkrich (co-director)",Andrew Stanton,Albert Brooks,USA,94000000.0,70251710.0,380843261.0,940350194.0,Pixar Animation Studios,100.0
919,Slumdog Millionaire,8.0,788493.0,R,Drama,"Danny Boyle, Loveleen Tandan (co-director)",Simon Beaufoy,Dev Patel,UK,15000000.0,360018.0,141319928.0,378410113.0,Celador Films,120.0
920,WALL·E,8.4,979384.0,G,Animation,Andrew Stanton,Andrew Stanton,Ben Burtt,USA,180000000.0,63087526.0,223808164.0,521311860.0,FortyFour Studios,98.0
921,The Pursuit of Happyness,8.0,439405.0,PG-13,Biography,Gabriele Muccino,Steve Conrad,Will Smith,USA,55000000.0,26541709.0,163566459.0,307127625.0,Columbia Pictures,117.0
922,Gran Torino,8.1,709848.0,R,Drama,Clint Eastwood,Nick Schenk,Clint Eastwood,Germany,33000000.0,271720.0,148095302.0,269958228.0,Matten Productions,116.0
923,Kill Bill: Vol. 2,8.0,671559.0,R,Action,Quentin Tarantino,Quentin Tarantino,Uma Thurman,USA,30000000.0,25600000.0,66208183.0,154116796.0,Miramax,137.0
924,The King's Speech,8.0,630284.0,R,Biography,Tom Hooper,David Seidler,Colin Firth,UK,15000000.0,355450.0,138797449.0,427374317.0,See-Saw Films,118.0
925,Blood Diamond,8.0,491451.0,R,Adventure,Edward Zwick,Charles Leavitt,Leonardo DiCaprio,USA,100000000.0,8648324.0,57377916.0,171720398.0,Warner Bros.,143.0
926,The Bourne Ultimatum,8.0,598807.0,PG-13,Action,Paul Greengrass,Tony Gilroy,Matt Damon,USA,110000000.0,69283690.0,227471070.0,444100035.0,Universal Pictures,115.0
927,Before Sunset,8.1,230370.0,R,Drama,Richard Linklater,Richard Linklater,Ethan Hawke,USA,2700000.0,219425.0,5820649.0,15936507.0,Warner Independent Pictures (WIP),80.0
928,Dancer in the Dark,8.0,100469.0,R,Crime,Lars von Trier (as Lars Von Trier),Lars von Trier,Björk,Denmark,12800000.0,91612.0,4184036.0,40031879.0,Zentropa Entertainments,140.0
929,Cinderella Man,8.0,173950.0,PG-13,Biography,Ron Howard,Cliff Hollingsworth,Russell Crowe,USA,88000000.0,18320205.0,61649911.0,108539911.0,Universal Pictures,144.0
